sample,temperature_raw,humidity_raw,pressure_raw,temperature_true,humidity_true,pressure_true,temperature_filtered,humidity_filtered,pressure_filtered,temperature_uncertainty,humidity_uncertainty,pressure_uncertainty
79,27.45,48.23,1013.67,27.0,50.0,1013.25,26.405685247769142,50.07151400553734,1013.1881550787648,0.18143151368503607,0.6261204895927276,0.16560957241366603
80,26.91,52.67,1012.34,27.0,50.0,1013.25,26.39673857483399,50.298501578908116,1013.0978098619196,0.18143139329065924,0.6261187332121277,0.16560955543031303
81,27.12,49.34,1013.23,27.0,50.0,1013.25,26.416452782464898,50.1797718096109,1013.1345311865151,0.18143128768780928,0.6261171551166574,0.16560954077794332
82,26.67,51.12,1012.91,27.0,50.0,1013.25,26.38524166792106,50.24814089596488,1013.1222245937489,0.18143119505855196,0.6261157372010945,0.16560952813662133
83,27.78,48.78,1013.56,27.0,50.0,1013.25,26.48945736547431,50.101113614700715,1013.1780871459748,0.18143111380846744,0.626114463200365,0.1656095172303251
84,26.45,52.45,1012.67,27.0,50.0,1013.25,26.41535563702874,50.30735400599873,1013.1209126773564,0.181431042539157,0.6261133185022254,0.16560950782091866
85,27.34,49.67,1013.89,27.0,50.0,1013.25,26.46918367233891,50.21923117671137,1013.2082725145876,0.18143098002413402,0.6261122899790694,0.16560949970295144
86,26.89,51.78,1012.45,27.0,50.0,1013.25,26.458665070117114,50.33591040611522,1013.1148179813723,0.18143092518768114,0.6261113658368946,0.16560949269917188
87,27.56,48.56,1013.34,27.0,50.0,1013.25,26.527032368264795,50.1496909111532,1013.1502873830684,0.1814308770863097,0.6261105354796705,0.1656094866566569
88,26.23,52.23,1012.78,27.0,50.0,1013.25,26.43090064626105,50.329197187557575,1013.1142739224298,0.18143083489250006,0.626109789387531,0.16560948144347254
89,27.12,49.12,1013.12,27.0,50.0,1013.25,26.47086128476159,50.195227875932204,1013.1271672429261,0.18143079788044222,0.6261091190073742,0.1656094769457931
90,26.78,51.45,1012.56,27.0,50.0,1013.25,26.463646857672735,50.298196000471144,1013.0787088270425,0.18143076541353034,0.6261085166546052,0.16560947306541557
91,27.45,48.89,1013.67,27.0,50.0,1013.25,26.53404866777905,50.15691907355935,1013.1598202669406,0.18143073693339584,0.6261079754248784,0.16560946971761556
92,26.56,52.56,1012.34,27.0,50.0,1013.25,26.486414022322343,50.36653538671017,1013.0733956855113,0.18143071195028884,0.6261074891148225,0.1656094668292971
93,27.23,49.45,1013.45,27.0,50.0,1013.25,26.53167789335043,50.253332516995926,1013.1338817837594,0.18143069003464296,0.6261070521508301,0.1656094643373966
94,26.91,51.23,1012.91,27.0,50.0,1013.25,26.529212075440544,50.32493342609956,1013.1133068150134,0.18143067080967698,0.6261066595250893,0.1656094621875061
95,27.67,48.34,1013.23,27.0,50.0,1013.25,26.61182059771297,50.134462023126055,1013.1326874370932,0.18143065394490684,0.6261063067381195,0.16560946033268506
96,26.34,52.89,1012.67,27.0,50.0,1013.25,26.524269252968363,50.38361603009057,1013.0879030174552,0.18143063915045474,0.6261059897471497,0.16560945873243552
97,27.12,49.78,1013.78,27.0,50.0,1013.25,26.55691335668353,50.29752014521552,1013.1712277252149,0.18143062617205846,0.6261057049197415,0.1656094573518178
98,26.89,51.67,1012.45,27.0,50.0,1013.25,26.55632420268366,50.39690598949715,1013.0862754189388,0.181430614786694,0.6261054489921273,0.16560945616068778
99,27.56,48.12,1013.56,27.0,50.0,1013.25,26.629659181968123,50.17100715707303,1013.1478743491248,0.18143060479873654,0.6261052190317795,0.1656094551330385
100,26.67,52.34,1012.78,27.0,50.0,1013.25,26.583708897719138,50.367867681942066,1013.1047774777535,0.18143059603659306,0.626105012403784,0.16560945424643245
